Fluxo;Ano;Mês;Países;UF do Produto;Valor US$ FOB;Quilograma Líquido;Produto_Estrategico;Periodo_Guerra
0;2024;OUTUBRO;RUSSIA;GOIAS;1107264.0;4200903.0;1;1
0;2024;ABRIL;RUSSIA;MINAS GERAIS;1094203.0;5750580.0;1;1
0;2024;JANEIRO;RUSSIA;MINAS GERAIS;1085373.0;4402377.0;1;1
0;2024;NOVEMBRO;RUSSIA;ALAGOAS;1074925.0;4750000.0;1;1
0;2024;AGOSTO;RUSSIA;BAHIA;1067550.0;3300000.0;1;1
0;2024;OUTUBRO;RUSSIA;GOIAS;1035712.0;4000000.0;1;1
0;2024;DEZEMBRO;RUSSIA;ESPIRITO SANTO;1029100.0;3000000.0;1;1
0;2024;ABRIL;RUSSIA;SANTA CATARINA;1028464.0;2520000.0;1;1
0;2024;FEVEREIRO;RUSSIA;ESPIRITO SANTO;1028405.0;5255900.0;1;1
0;2024;JANEIRO;RUSSIA;GOIAS;1023337.0;5008702.0;1;1
0;2024;MAIO;RUSSIA;GOIAS;993684.0;1664691.0;1;1
0;2024;OUTUBRO;RUSSIA;MATO GROSSO;961100.0;2616000.0;1;1
0;2024;MARCO;RUSSIA;ALAGOAS;954816.0;4800000.0;1;1
0;2024;DEZEMBRO;RUSSIA;MATO GROSSO;953413.0;4047831.0;1;1
0;2024;JANEIRO;RUSSIA;MATO GROSSO;952400.0;4000120.0;1;1
0;2024;JANEIRO;RUSSIA;MATO GROSSO DO SUL;948677.0;3956414.0;1;1
0;2024;SETEMBRO;RUSSIA;GOIAS;930825.0;3150436.0;1;1
0;2024;JUNHO;RUSSIA;MATO GROSSO DO SUL;923342.0;2751208.0;1;1
0;2024;AGOSTO;RUSSIA;MATO GROSSO DO SUL;921334.0;4650358.0;1;1
0;2024;MAIO;RUSSIA;MATO GROSSO DO SUL;912628.0;4039743.0;1;1
0;2024;JUNHO;RUSSIA;GOIAS;910727.0;3315300.0;1;1
0;2024;ABRIL;RUSSIA;SAO PAULO;894800.0;4000000.0;1;1
0;2024;DEZEMBRO;RUSSIA;MATO GROSSO;890918.0;2106400.0;1;1
0;2024;JULHO;RUSSIA;MINAS GERAIS;885803.0;5060312.0;1;1
0;2024;NOVEMBRO;RUSSIA;ALAGOAS;879432.0;2880550.0;1;1
0;2024;JANEIRO;RUSSIA;GOIAS;874485.0;2696000.0;1;1
0;2024;JULHO;RUSSIA;PARANA;874184.0;3972716.0;1;1
0;2024;SETEMBRO;RUSSIA;GOIAS;865138.0;3069841.0;1;1
0;2024;ABRIL;RUSSIA;MINAS GERAIS;862224.0;3723141.0;1;1
0;2024;DEZEMBRO;RUSSIA;MATO GROSSO;857500.0;2500000.0;1;1
0;2024;JULHO;RUSSIA;PERNAMBUCO;844074.0;3068320.0;1;1
0;2024;FEVEREIRO;RUSSIA;PERNAMBUCO;842691.0;3303610.0;1;1
0;2024;OUTUBRO;RUSSIA;PARANA;841442.0;3214659.0;1;1
0;2024;FEVEREIRO;RUSSIA;MINAS GERAIS;837600.0;3200000.0;1;1
0;2024;MAIO;RUSSIA;GOIAS;836847.0;4811849.0;1;1
0;2024;DEZEMBRO;RUSSIA;PARA;815595.0;3320610.0;1;1
0;2024;AGOSTO;RUSSIA;SAO PAULO;806610.0;3000000.0;1;1
0;2024;FEVEREIRO;RUSSIA;SAO PAULO;806482.0;2701498.0;1;1
0;2024;NOVEMBRO;RUSSIA;SAO PAULO;805121.0;3088716.0;1;1
0;2024;JUNHO;RUSSIA;MATO GROSSO DO SUL;804565.0;4150000.0;1;1
0;2024;OUTUBRO;RUSSIA;SANTA CATARINA;793223.0;3214659.0;1;1
0;2024;FEVEREIRO;RUSSIA;GOIAS;791616.0;4514474.0;1;1
0;2024;ABRIL;RUSSIA;PERNAMBUCO;768494.0;3907856.0;1;1
0;2024;NOVEMBRO;RUSSIA;MINAS GERAIS;766734.0;2034400.0;1;1
0;2024;OUTUBRO;RUSSIA;GOIAS;742625.0;2937560.0;1;1
0;2024;MARCO;RUSSIA;GOIAS;738740.0;2101005.0;1;1
0;2024;JULHO;RUSSIA;ALAGOAS;736041.0;2627843.0;1;1
0;2024;JULHO;RUSSIA;MATO GROSSO DO SUL;730992.0;3354467.0;1;1
0;2024;JUNHO;RUSSIA;PARANA;722978.0;3700000.0;1;1
0;2024;NOVEMBRO;RUSSIA;MINAS GERAIS;722960.0;3008641.0;1;1
0;2024;MARCO;RUSSIA;TOCANTINS;716400.0;3000000.0;1;1
0;2024;ABRIL;RUSSIA;MINAS GERAIS;708160.0;2364000.0;1;1
0;2024;ABRIL;RUSSIA;PERNAMBUCO;704188.0;2024180.0;1;1
0;2024;DEZEMBRO;RUSSIA;PERNAMBUCO;699246.0;2287687.0;1;1
0;2024;DEZEMBRO;RUSSIA;SAO PAULO;694224.0;2341794.0;1;1
0;2024;JANEIRO;RUSSIA;SAO PAULO;690625.0;2549946.0;1;1
0;2024;FEVEREIRO;RUSSIA;GOIAS;690261.0;3300014.0;1;1
0;2024;JULHO;RUSSIA;GOIAS;690000.0;2500000.0;1;1
0;2024;AGOSTO;RUSSIA;SANTA CATARINA;689753.0;1792000.0;1;1
0;2024;DEZEMBRO;RUSSIA;GOIAS;681580.0;3215000.0;1;1
0;2024;ABRIL;RUSSIA;MATO GROSSO;681234.0;2916285.0;1;1
0;2024;MAIO;RUSSIA;GOIAS;677042.0;1876000.0;1;1
0;2024;JULHO;RUSSIA;GOIAS;662882.0;2416633.0;1;1
0;2024;JULHO;RUSSIA;TOCANTINS;660200.0;2000000.0;1;1
0;2024;JULHO;RUSSIA;SAO PAULO;659974.0;2754000.0;1;1
0;2024;SETEMBRO;RUSSIA;SAO PAULO;651299.0;2002998.0;1;1
0;2024;FEVEREIRO;RUSSIA;MINAS GERAIS;643114.0;2208326.0;1;1
0;2024;SETEMBRO;RUSSIA;GOIAS;643018.0;2916837.0;1;1
0;2024;MAIO;RUSSIA;GOIAS;641250.0;2500000.0;1;1
0;2024;NOVEMBRO;RUSSIA;MINAS GERAIS;638172.0;2099136.0;1;1
0;2024;OUTUBRO;RUSSIA;ESPIRITO SANTO;636120.0;3546000.0;1;1
0;2024;AGOSTO;RUSSIA;MATO GROSSO;611215.0;2425491.0;1;1
0;2024;JUNHO;RUSSIA;MINAS GERAIS;603536.0;1680000.0;1;1
0;2024;OUTUBRO;RUSSIA;SERGIPE;602186.0;2300000.0;1;1
0;2024;JULHO;RUSSIA;MINAS GERAIS;599130.0;2102596.0;1;1
0;2024;JUNHO;RUSSIA;GOIAS;597410.0;2200000.0;1;1
0;2024;MAIO;RUSSIA;GOIAS;595080.0;2600381.0;1;1
0;2024;AGOSTO;RUSSIA;MATO GROSSO;594415.0;2210440.0;1;1
0;2024;JULHO;RUSSIA;SANTA CATARINA;591150.0;2100000.0;1;1
0;2024;JULHO;RUSSIA;MATO GROSSO DO SUL;578462.0;2103154.0;1;1
0;2024;JUNHO;RUSSIA;GOIAS;578039.0;2866000.0;1;1
0;2024;AGOSTO;RUSSIA;PARANA;573466.0;3125299.0;1;1
0;2024;DEZEMBRO;RUSSIA;MATO GROSSO;571800.0;2401310.0;1;1
0;2024;JULHO;RUSSIA;GOIAS;569900.0;2025273.0;1;1
0;2024;AGOSTO;RUSSIA;GOIAS;558500.0;2000000.0;1;1
0;2024;AGOSTO;RUSSIA;SERGIPE;537660.0;2000000.0;1;1
0;2024;NOVEMBRO;RUSSIA;PERNAMBUCO;537463.0;2375000.0;1;1
0;2024;JANEIRO;RUSSIA;PARA;534600.0;1800184.0;1;1
0;2024;MARCO;RUSSIA;MATO GROSSO DO SUL;534268.0;2000000.0;1;1
0;2024;JULHO;RUSSIA;ESPIRITO SANTO;531482.0;3036188.0;1;1
0;2024;SETEMBRO;RUSSIA;PARANA;530879.0;1900000.0;1;1
0;2024;FEVEREIRO;RUSSIA;MATO GROSSO DO SUL;525270.0;1500000.0;1;1
0;2024;JULHO;RUSSIA;SAO PAULO;524984.0;3005337.0;1;1
0;2024;NOVEMBRO;RUSSIA;RONDONIA;515579.0;1364800.0;1;1
0;2024;MARCO;RUSSIA;PARANA;504505.0;2604204.0;1;1
0;2024;JANEIRO;RUSSIA;ESPIRITO SANTO;502313.0;2375000.0;1;1
0;2024;AGOSTO;RUSSIA;MATO GROSSO DO SUL;499665.0;1500000.0;1;1
0;2024;OUTUBRO;RUSSIA;MINAS GERAIS;498765.0;1909116.0;1;1
0;2024;DEZEMBRO;RUSSIA;ESPIRITO SANTO;497530.0;1120000.0;1;1
0;2024;ABRIL;RUSSIA;MATO GROSSO;494200.0;2000000.0;1;1
0;2024;FEVEREIRO;RUSSIA;SAO PAULO;483000.0;2000000.0;1;1
0;2024;OUTUBRO;RUSSIA;MATO GROSSO;478698.0;1199220.0;1;1
0;2024;OUTUBRO;RUSSIA;MATO GROSSO DO SUL;474591.0;1300000.0;1;1
0;2024;NOVEMBRO;RUSSIA;PERNAMBUCO;473215.0;1550000.0;1;1
0;2024;MARCO;RUSSIA;GOIAS;472000.0;2000000.0;1;1
0;2024;NOVEMBRO;RUSSIA;MATO GROSSO DO SUL;471854.0;2067067.0;1;1
0;2024;JULHO;RUSSIA;GOIAS;449954.0;2266000.0;1;1
0;2024;SETEMBRO;RUSSIA;GOIAS;439875.0;1650500.0;1;1
0;2024;SETEMBRO;RUSSIA;MATO GROSSO DO SUL;429049.0;1946235.0;1;1
0;2024;AGOSTO;RUSSIA;GOIAS;426142.0;1575335.0;1;1
0;2024;ABRIL;RUSSIA;SAO PAULO;422719.0;1693151.0;1;1
0;2024;NOVEMBRO;RUSSIA;GOIAS;406874.0;1606222.0;1;1
0;2024;DEZEMBRO;RUSSIA;MINAS GERAIS;392574.0;1598000.0;1;1
0;2024;JUNHO;RUSSIA;MINAS GERAIS;384559.0;1281755.0;1;1
0;2024;JULHO;RUSSIA;RIO DE JANEIRO;376250.0;1204000.0;1;1
0;2024;AGOSTO;RUSSIA;RIO DE JANEIRO;371389.0;1008000.0;1;1
0;2024;JUNHO;RUSSIA;SERGIPE;365969.0;1533050.0;1;1
0;2024;FEVEREIRO;RUSSIA;MINAS GERAIS;355140.0;2006433.0;1;1
0;2024;MARCO;RUSSIA;PARANA;351275.0;1575122.0;1;1
0;2024;JUNHO;RUSSIA;MINAS GERAIS;350328.0;1192000.0;1;1
0;2024;FEVEREIRO;RUSSIA;ESPIRITO SANTO;344752.0;1947745.0;1;1
0;2024;AGOSTO;RUSSIA;ESPIRITO SANTO;333085.0;1008000.0;1;1
0;2024;NOVEMBRO;RUSSIA;GOIAS;322250.0;1000000.0;1;1
0;2024;JUNHO;RUSSIA;SERGIPE;320724.0;1180000.0;1;1
0;2024;DEZEMBRO;RUSSIA;ALAGOAS;301293.0;950000.0;1;1
0;2024;SETEMBRO;RUSSIA;GOIAS;299000.0;1000000.0;1;1
0;2024;JUNHO;RUSSIA;SAO PAULO;290130.0;1539000.0;1;1
0;2024;JULHO;RUSSIA;RONDONIA;283022.0;728000.0;1;1
0;2024;JANEIRO;RUSSIA;MATO GROSSO;283000.0;1009989.0;1;1
0;2024;FEVEREIRO;RUSSIA;SAO PAULO;282947.0;900000.0;1;1
0;2024;OUTUBRO;RUSSIA;ESPIRITO SANTO;280739.0;1203391.0;1;1
0;2024;SETEMBRO;RUSSIA;SAO PAULO;275600.0;1300000.0;1;1
0;2024;OUTUBRO;RUSSIA;BAHIA;275165.0;1102600.0;1;1
0;2024;NOVEMBRO;RUSSIA;GOIAS;275165.0;1100000.0;1;1
0;2024;ABRIL;RUSSIA;GOIAS;273003.0;761200.0;1;1
0;2024;SETEMBRO;RUSSIA;MATO GROSSO;271585.0;700000.0;1;1
0;2024;JULHO;RUSSIA;SANTA CATARINA;271250.0;1000000.0;1;1
0;2024;JANEIRO;RUSSIA;MATO GROSSO;267560.0;1050233.0;1;1
0;2024;SETEMBRO;RUSSIA;RONDONIA;265813.0;728000.0;1;1
0;2024;FEVEREIRO;RUSSIA;SAO PAULO;265275.0;1500000.0;1;1
0;2024;DEZEMBRO;RUSSIA;GOIAS;265030.0;1000000.0;1;1
0;2024;MARCO;RUSSIA;MINAS GERAIS;263500.0;700000.0;1;1
0;2024;JANEIRO;RUSSIA;BAHIA;258975.0;1177160.0;1;1
0;2024;MARCO;RUSSIA;ALAGOAS;249264.0;559200.0;1;1
0;2024;SETEMBRO;RUSSIA;MINAS GERAIS;248872.0;950000.0;1;1
0;2024;DEZEMBRO;RUSSIA;MATO GROSSO DO SUL;248777.0;1000865.0;1;1
0;2024;ABRIL;RUSSIA;PARANA;235750.0;1000000.0;1;1
0;2024;JULHO;RUSSIA;ALAGOAS;228402.0;672000.0;1;1
0;2024;SETEMBRO;RUSSIA;MATO GROSSO DO SUL;223084.0;960648.0;1;1
0;2024;ABRIL;RUSSIA;BAHIA;219960.0;504000.0;1;1
0;2024;DEZEMBRO;RUSSIA;MINAS GERAIS;210750.0;1000000.0;1;1
0;2024;SETEMBRO;RUSSIA;MINAS GERAIS;209700.0;600000.0;1;1
0;2024;MAIO;RUSSIA;ALAGOAS;209016.0;560000.0;1;1
0;2024;NOVEMBRO;RUSSIA;RIO DE JANEIRO;200237.0;504000.0;1;1
0;2024;JULHO;RUSSIA;MATO GROSSO DO SUL;199240.0;1074631.0;1;1
0;2024;NOVEMBRO;RUSSIA;ESPIRITO SANTO;196660.0;476000.0;1;1
0;2024;MARCO;RUSSIA;MATO GROSSO DO SUL;195815.0;1052102.0;1;1
0;2024;NOVEMBRO;RUSSIA;MATO GROSSO;194105.0;500000.0;1;1
0;2024;DEZEMBRO;RUSSIA;MINAS GERAIS;182160.0;1056000.0;1;1
0;2024;AGOSTO;RUSSIA;ESPIRITO SANTO;176357.0;1026000.0;1;1
0;2024;MAIO;RUSSIA;SANTA CATARINA;176292.0;504000.0;1;1
0;2024;AGOSTO;RUSSIA;GOIAS;175361.0;798000.0;1;1
0;2024;JUNHO;RUSSIA;MATO GROSSO DO SUL;175118.0;1003045.0;1;1
0;2024;JANEIRO;RUSSIA;SAO PAULO;168049.0;420000.0;1;1
0;2024;DEZEMBRO;RUSSIA;MINAS GERAIS;167625.0;500000.0;1;1
0;2024;JANEIRO;RUSSIA;ALAGOAS;167160.0;392000.0;1;1
0;2024;MAIO;RUSSIA;MINAS GERAIS;162035.0;624440.0;1;1
0;2024;JUNHO;RUSSIA;RONDONIA;159151.0;504000.0;1;1
0;2024;DEZEMBRO;RUSSIA;SERGIPE;153648.0;665000.0;1;1
0;2024;ABRIL;RUSSIA;PARANA;150041.0;672000.0;1;1
0;2024;NOVEMBRO;RUSSIA;ESPIRITO SANTO;142285.0;550000.0;1;1
0;2024;OUTUBRO;RUSSIA;ESPIRITO SANTO;142285.0;550000.0;1;1
0;2024;JANEIRO;RUSSIA;MATO GROSSO DO SUL;138125.0;509989.0;1;1
0;2024;JANEIRO;RUSSIA;RIO DE JANEIRO;137740.0;336000.0;1;1
0;2024;MARCO;RUSSIA;RIO DE JANEIRO;137020.0;364000.0;1;1
0;2024;NOVEMBRO;RUSSIA;MATO GROSSO;135624.0;535407.0;1;1
0;2024;JANEIRO;RUSSIA;BAHIA;131340.0;308000.0;1;1
0;2024;NOVEMBRO;RUSSIA;ESPIRITO SANTO;130865.0;500000.0;1;1
0;2024;FEVEREIRO;RUSSIA;PARANA;130750.0;500000.0;1;1
0;2024;ABRIL;RUSSIA;RONDONIA;130113.0;364000.0;1;1
0;2024;SETEMBRO;RUSSIA;BAHIA;126965.0;243000.0;1;1
0;2024;NOVEMBRO;RUSSIA;GOIAS;122375.0;500000.0;1;1
0;2024;AGOSTO;RUSSIA;MINAS GERAIS;118612.0;252000.0;1;1
0;2024;AGOSTO;RUSSIA;MATO GROSSO DO SUL;104918.0;550074.0;1;1
0;2024;MAIO;RUSSIA;MATO GROSSO;102510.0;252000.0;1;1
0;2024;AGOSTO;RUSSIA;SAO PAULO;100980.0;594000.0;1;1
0;2024;AGOSTO;RUSSIA;RONDONIA;92477.0;251200.0;1;1
0;2024;DEZEMBRO;RUSSIA;ESPIRITO SANTO;89910.0;486000.0;1;1
0;2024;SETEMBRO;RUSSIA;PARANA;89776.0;600000.0;1;1
0;2024;DEZEMBRO;RUSSIA;SAO PAULO;87780.0;456000.0;1;1
0;2024;JULHO;RUSSIA;GOIAS;82657.0;457280.0;1;1
0;2024;JANEIRO;RUSSIA;SAO PAULO;82485.0;192945.0;1;1
0;2024;MAIO;RUSSIA;SAO PAULO;72352.0;135000.0;1;1
0;2024;JUNHO;RUSSIA;BAHIA;72160.0;135000.0;1;1
0;2024;MAIO;RUSSIA;RONDONIA;62260.0;168000.0;1;1
0;2024;MARCO;RUSSIA;SAO PAULO;55827.0;140000.0;1;1
0;2024;JUNHO;RUSSIA;GOIAS;44559.0;255225.0;1;1
0;2024;AGOSTO;RUSSIA;GOIAS;30414.0;111000.0;1;1
0;2024;MARCO;RUSSIA;MINAS GERAIS;25584.0;96000.0;1;1
0;2024;JUNHO;BRASIL;SANTA CATARINA;25200.0;56000.0;0;1
0;2024;NOVEMBRO;RUSSIA;MINAS GERAIS;23575.0;100000.0;1;1
0;2024;AGOSTO;RUSSIA;RIO GRANDE DO SUL;22160.0;104000.0;1;1
0;2024;MARCO;RUSSIA;SAO PAULO;17856.0;48000.0;1;1
0;2024;NOVEMBRO;RUSSIA;PARANA;17520.0;84000.0;1;1
0;2024;JULHO;RUSSIA;SAO PAULO;14472.0;69560.0;1;1
0;2024;AGOSTO;RUSSIA;BAHIA;14000.0;27000.0;1;1
0;2024;MAIO;RUSSIA;SAO PAULO;13400.0;40500.0;1;1
1;2023;SETEMBRO;BRASIL;SAO PAULO;163.0;150.0;0;1
1;2023;OUTUBRO;BRASIL;RIO DE JANEIRO;135.0;100.0;0;1
1;2023;AGOSTO;BRASIL;MARANHAO;128.0;90.0;0;1
1;2023;MARCO;RUSSIA;ALAGOAS;79.0;60.0;0;1
1;2023;JUNHO;RUSSIA;RIO GRANDE DO SUL;57.0;80.0;0;1
0;2023;OUTUBRO;RUSSIA;RIO GRANDE DO SUL;9746811.75;32753148.75;1;1
0;2023;ABRIL;RUSSIA;SANTA CATARINA;9746811.75;32753148.75;1;1
0;2023;JUNHO;RUSSIA;MATO GROSSO;9746811.75;32753148.75;1;1
0;2023;NOVEMBRO;RUSSIA;MATO GROSSO;9746811.75;32753148.75;1;1
0;2023;MARCO;RUSSIA;MARANHAO;9746811.75;32753148.75;1;1
0;2023;NOVEMBRO;RUSSIA;SAO PAULO;9746811.75;32753148.75;1;1
0;2023;AGOSTO;RUSSIA;RIO GRANDE DO SUL;9746811.75;32753148.75;1;1
0;2023;JULHO;RUSSIA;BAHIA;9746811.75;32753148.75;1;1
0;2023;MAIO;RUSSIA;MARANHAO;9746811.75;32753148.75;1;1
0;2023;FEVEREIRO;RUSSIA;MATO GROSSO;9746811.75;32753148.75;1;1
0;2023;FEVEREIRO;RUSSIA;MARANHAO;9746811.75;32753148.75;1;1
0;2023;MAIO;RUSSIA;MINAS GERAIS;9746811.75;32753148.75;1;1
0;2023;JANEIRO;RUSSIA;SAO PAULO;9746811.75;32753148.75;1;1
0;2023;JUNHO;RUSSIA;MARANHAO;9746811.75;32753148.75;1;1
0;2023;JULHO;RUSSIA;RIO GRANDE DO SUL;9746811.75;32753148.75;1;1
0;2023;JULHO;RUSSIA;BAHIA;9746811.75;32753148.75;1;1
0;2023;MAIO;RUSSIA;PARANA;9746811.75;32753148.75;1;1
0;2023;JANEIRO;RUSSIA;BAHIA;9746811.75;15863000.0;1;1
0;2023;MARCO;RUSSIA;PARANA;9746811.75;32753148.75;1;1
0;2023;DEZEMBRO;RUSSIA;PARANA;9746811.75;32753148.75;1;1
0;2023;ABRIL;RUSSIA;MATO GROSSO;9746811.75;32753148.75;1;1
0;2023;ABRIL;RUSSIA;MATO GROSSO;9746811.75;32753148.75;1;1
0;2023;OUTUBRO;RUSSIA;MARANHAO;9746811.75;32753148.75;1;1
0;2023;SETEMBRO;RUSSIA;CEARA;9746811.75;32753148.75;1;1
0;2023;MARCO;RUSSIA;SANTA CATARINA;9746811.75;31265396.0;1;1
0;2023;FEVEREIRO;RUSSIA;MATO GROSSO;9746811.75;28603186.0;1;1
0;2023;JUNHO;RUSSIA;MINAS GERAIS;9746811.75;32753148.75;1;1
0;2023;AGOSTO;RUSSIA;PARANA;9746811.75;32753148.75;1;1
0;2023;FEVEREIRO;RUSSIA;SANTA CATARINA;9746811.75;32753148.75;1;1
0;2023;MAIO;RUSSIA;RIO GRANDE DO SUL;9746811.75;32753148.75;1;1
0;2023;JANEIRO;RUSSIA;MARANHAO;9746811.75;30000000.0;1;1
0;2023;JUNHO;RUSSIA;PARANA;9746811.75;32753148.75;1;1
0;2023;JUNHO;RUSSIA;PARA;9746811.75;30253684.0;1;1
0;2023;ABRIL;RUSSIA;MARANHAO;9746811.75;30583890.0;1;1
0;2023;MARCO;RUSSIA;MATO GROSSO;9746811.75;26006497.0;1;1
0;2023;DEZEMBRO;RUSSIA;MATO GROSSO;9746811.75;32753148.75;1;1
0;2023;SETEMBRO;RUSSIA;BAHIA;9746811.75;32753148.75;1;1
0;2023;FEVEREIRO;RUSSIA;SAO PAULO;9746811.75;32753148.75;1;1
0;2023;SETEMBRO;RUSSIA;MATO GROSSO;9746811.75;32753148.75;1;1
0;2023;OUTUBRO;RUSSIA;MINAS GERAIS;9746811.75;32753148.75;1;1
0;2023;JULHO;RUSSIA;PARANA;9746811.75;32753148.75;1;1
0;2023;MARCO;RUSSIA;BAHIA;9746811.75;31000000.0;1;1
0;2023;FEVEREIRO;RUSSIA;GOIAS;9746811.75;25547624.0;1;1
0;2023;NOVEMBRO;RUSSIA;MINAS GERAIS;9746811.75;32753148.75;1;1
0;2023;JUNHO;RUSSIA;CEARA;9746811.75;32753148.75;1;1
0;2023;FEVEREIRO;RUSSIA;RIO DE JANEIRO;9746811.75;32753148.75;1;1
0;2023;SETEMBRO;RUSSIA;MINAS GERAIS;9746811.75;32753148.75;1;1
0;2023;NOVEMBRO;RUSSIA;PARANA;9746811.75;32753148.75;1;1
0;2023;MAIO;RUSSIA;SAO PAULO;9746811.75;28059928.0;1;1
0;2023;OUTUBRO;RUSSIA;SAO PAULO;9746811.75;32753148.75;1;1
0;2023;SETEMBRO;RUSSIA;SANTA CATARINA;9746811.75;29110900.0;1;1
0;2023;ABRIL;RUSSIA;SAO PAULO;9746811.75;32753148.75;1;1
0;2023;DEZEMBRO;RUSSIA;SAO PAULO;9746811.75;32753148.75;1;1
0;2023;ABRIL;RUSSIA;RIO GRANDE DO SUL;9746811.75;26137420.0;1;1
0;2023;JANEIRO;RUSSIA;MATO GROSSO;9746811.75;19894182.0;1;1
0;2023;NOVEMBRO;RUSSIA;MARANHAO;9746811.75;32753148.75;1;1
0;2023;NOVEMBRO;RUSSIA;GOIAS;9746811.75;32023489.0;1;1
0;2023;DEZEMBRO;RUSSIA;MARANHAO;9746811.75;32753148.75;1;1
0;2023;JANEIRO;RUSSIA;MINAS GERAIS;9746811.75;23032965.0;1;1
0;2023;JUNHO;RUSSIA;PARANA;9746811.75;32753148.75;1;1
0;2023;JULHO;RUSSIA;PARAIBA;9618430.0;32753148.75;1;1
0;2023;ABRIL;RUSSIA;BAHIA;9354268.0;18030518.0;1;1
0;2023;JANEIRO;RUSSIA;PARANA;9228770.0;20515716.0;1;1
0;2023;SETEMBRO;RUSSIA;MINAS GERAIS;9166016.0;32753148.75;1;1
0;2023;SETEMBRO;RUSSIA;MINAS GERAIS;9115671.0;27414370.0;1;1
0;2023;MARCO;RUSSIA;GOIAS;9051828.0;18144068.0;1;1
0;2023;MARCO;RUSSIA;SAO PAULO;8909454.0;29889026.0;1;1
0;2023;ABRIL;RUSSIA;MATO GROSSO;8731937.0;21123865.0;1;1
0;2023;MAIO;RUSSIA;CEARA;8664792.0;28882640.0;1;1
0;2023;JANEIRO;RUSSIA;RIO DE JANEIRO;8568022.0;27541283.0;1;1
0;2023;NOVEMBRO;RUSSIA;RIO GRANDE DO SUL;8557306.0;30807703.0;1;1
0;2023;JULHO;RUSSIA;SAO PAULO;8533210.0;25520962.0;1;1
0;2023;MAIO;RUSSIA;PARANA;8505474.0;29608576.0;1;1
0;2023;MAIO;RUSSIA;GOIAS;8260220.0;19917468.0;1;1
0;2023;JUNHO;RUSSIA;GOIAS;8187028.0;29108994.0;1;1
0;2023;MAIO;RUSSIA;MATO GROSSO;8043038.0;20777791.0;1;1
0;2023;MAIO;RUSSIA;GOIAS;7969486.0;18056766.0;1;1
0;2023;JUNHO;RUSSIA;BAHIA;7944188.0;24750000.0;1;1
0;2023;SETEMBRO;RUSSIA;RIO DE JANEIRO;7900647.0;32753148.75;1;1
0;2023;MARCO;RUSSIA;GOIAS;7846555.0;17012876.0;1;1
0;2023;MAIO;RUSSIA;RIO GRANDE DO SUL;7816548.0;18458740.0;1;1
0;2023;OUTUBRO;RUSSIA;PARANA;7802057.0;27991360.0;1;1
0;2023;JULHO;RUSSIA;RIO GRANDE DO SUL;7768460.0;21500000.0;1;1
0;2023;SETEMBRO;RUSSIA;PARANA;7589061.0;22903785.0;1;1
0;2023;FEVEREIRO;RUSSIA;PARA;7556804.0;16701783.0;1;1
0;2023;SETEMBRO;RUSSIA;SAO PAULO;7387429.0;32753148.75;1;1
0;2023;JULHO;RUSSIA;MINAS GERAIS;7076776.0;32753148.75;1;1
0;2023;JULHO;RUSSIA;SAO PAULO;7029642.0;32753148.75;1;1
0;2023;NOVEMBRO;RUSSIA;RIO GRANDE DO NORTE;6928777.0;30086153.0;1;1
0;2023;OUTUBRO;RUSSIA;RIO GRANDE DO SUL;6873709.0;25726340.0;1;1
0;2023;JUNHO;RUSSIA;MATO GROSSO;6840750.0;17968778.0;1;1
0;2023;MARCO;RUSSIA;PARANA;6759642.0;22453937.0;1;1
0;2023;JULHO;RUSSIA;SAO PAULO;6743209.0;26756524.0;1;1
0;2023;JANEIRO;RUSSIA;MATO GROSSO;6739245.0;15508501.0;1;1
0;2023;JUNHO;RUSSIA;RIO GRANDE DO SUL;6721879.0;17283620.0;1;1
0;2023;JANEIRO;RUSSIA;MATO GROSSO;6606360.0;10800000.0;1;1
0;2023;OUTUBRO;RUSSIA;MINAS GERAIS;6541641.0;24706289.0;1;1
0;2023;MARCO;RUSSIA;PARA;6333427.0;13716369.0;1;1
0;2023;AGOSTO;RUSSIA;MINAS GERAIS;6302512.0;32753148.75;1;1
0;2023;SETEMBRO;RUSSIA;RIO GRANDE DO SUL;6301651.0;23088742.0;1;1
0;2023;OUTUBRO;RUSSIA;PARA;6268897.0;23002382.0;1;1
0;2023;MARCO;RUSSIA;RIO GRANDE DO SUL;6200509.0;16137700.0;1;1
0;2023;MARCO;RUSSIA;MATO GROSSO;6182000.0;13168953.0;1;1
0;2023;JULHO;RUSSIA;RIO DE JANEIRO;6175504.0;28054400.0;1;1
0;2023;AGOSTO;RUSSIA;MATO GROSSO;6135170.0;21502546.0;1;1
0;2023;DEZEMBRO;RUSSIA;TOCANTINS;6087484.0;19896920.0;1;1
0;2023;MARCO;RUSSIA;MATO GROSSO;6081376.0;13502612.0;1;1
0;2023;MAIO;RUSSIA;BAHIA;6055371.0;8006338.0;1;1
0;2023;OUTUBRO;RUSSIA;PARA;6041172.0;22850000.0;1;1
0;2023;NOVEMBRO;RUSSIA;MINAS GERAIS;5848614.0;19829566.0;1;1
0;2023;JULHO;RUSSIA;CEARA;5831307.0;25007790.0;1;1
0;2023;MARCO;RUSSIA;SAO PAULO;5814071.0;12991380.0;1;1
0;2023;AGOSTO;RUSSIA;RIO GRANDE DO NORTE;5766281.0;24208127.0;1;1
0;2023;MAIO;RUSSIA;SAO PAULO;5760689.0;25934550.0;1;1
