Fluxo;Ano;Mês;Países;UF do Produto;Valor US$ FOB;Quilograma Líquido;Produto_Estrategico;Periodo_Guerra
1;2025;ABRIL;BRASIL;RIO DE JANEIRO;6.0;5.0;0;1
0;2025;JULHO;RUSSIA;PARANA;9746811.75;32753148.75;1;1
0;2025;MAIO;RUSSIA;PARANA;9746811.75;32753148.75;1;1
0;2025;DEZEMBRO;RUSSIA;PARANA;9746811.75;32753148.75;1;1
0;2025;AGOSTO;RUSSIA;PARANA;9746811.75;32753148.75;1;1
0;2025;FEVEREIRO;RUSSIA;PARANA;9746811.75;32753148.75;1;1
0;2025;AGOSTO;RUSSIA;MINAS GERAIS;9746811.75;32753148.75;1;1
0;2025;JULHO;RUSSIA;RIO GRANDE DO SUL;9746811.75;32753148.75;1;1
0;2025;MARCO;RUSSIA;PARANA;9746811.75;32753148.75;1;1
0;2025;ABRIL;RUSSIA;MARANHAO;9746811.75;32753148.75;1;1
0;2025;ABRIL;RUSSIA;PARANA;9746811.75;32753148.75;1;1
0;2025;JUNHO;RUSSIA;MATO GROSSO;9746811.75;32753148.75;1;1
0;2025;MARCO;RUSSIA;MARANHAO;9746811.75;32753148.75;1;1
0;2025;OUTUBRO;RUSSIA;SAO PAULO;9746811.75;32753148.75;1;1
0;2025;SETEMBRO;RUSSIA;SAO PAULO;9746811.75;32753148.75;1;1
0;2025;MAIO;RUSSIA;BAHIA;9746811.75;32753148.75;1;1
0;2025;JULHO;RUSSIA;SANTA CATARINA;9746811.75;32753148.75;1;1
0;2025;JUNHO;RUSSIA;SAO PAULO;9746811.75;32753148.75;1;1
0;2025;MAIO;RUSSIA;MINAS GERAIS;9746811.75;32753148.75;1;1
0;2025;MAIO;RUSSIA;RIO GRANDE DO SUL;9746811.75;32753148.75;1;1
0;2025;JUNHO;RUSSIA;SANTA CATARINA;9746811.75;32753148.75;1;1
0;2025;MAIO;RUSSIA;SANTA CATARINA;9746811.75;32753148.75;1;1
0;2025;JULHO;RUSSIA;MARANHAO;9746811.75;32753148.75;1;1
0;2025;JUNHO;RUSSIA;MATO GROSSO;9746811.75;32753148.75;1;1
0;2025;ABRIL;RUSSIA;RIO GRANDE DO SUL;9746811.75;32753148.75;1;1
0;2025;JANEIRO;RUSSIA;BAHIA;9746811.75;32753148.75;1;1
0;2025;OUTUBRO;RUSSIA;MINAS GERAIS;9746811.75;32753148.75;1;1
0;2025;AGOSTO;RUSSIA;MINAS GERAIS;9746811.75;32753148.75;1;1
0;2025;AGOSTO;RUSSIA;MARANHAO;9746811.75;32753148.75;1;1
0;2025;JUNHO;RUSSIA;PARA;9746811.75;32753148.75;1;1
0;2025;MARCO;RUSSIA;RIO GRANDE DO SUL;9746811.75;32753148.75;1;1
0;2025;OUTUBRO;RUSSIA;MARANHAO;9746811.75;32753148.75;1;1
0;2025;JUNHO;RUSSIA;RIO GRANDE DO SUL;9746811.75;32753148.75;1;1
0;2025;OUTUBRO;RUSSIA;MATO GROSSO;9746811.75;32753148.75;1;1
0;2025;MAIO;RUSSIA;PARA;9746811.75;32753148.75;1;1
0;2025;JULHO;RUSSIA;SAO PAULO;9746811.75;32753148.75;1;1
0;2025;NOVEMBRO;RUSSIA;SAO PAULO;9746811.75;32753148.75;1;1
0;2025;SETEMBRO;RUSSIA;MATO GROSSO;9746811.75;32753148.75;1;1
0;2025;SETEMBRO;RUSSIA;MARANHAO;9746811.75;32753148.75;1;1
0;2025;OUTUBRO;RUSSIA;MINAS GERAIS;9746811.75;32753148.75;1;1
0;2025;JULHO;RUSSIA;MINAS GERAIS;9746811.75;32753148.75;1;1
0;2025;AGOSTO;RUSSIA;PARA;9746811.75;32753148.75;1;1
0;2025;FEVEREIRO;RUSSIA;MARANHAO;9746811.75;32753148.75;1;1
0;2025;FEVEREIRO;RUSSIA;MINAS GERAIS;9746811.75;32753148.75;1;1
0;2025;NOVEMBRO;RUSSIA;SAO PAULO;9746811.75;32753148.75;1;1
0;2025;OUTUBRO;RUSSIA;PARANA;9746811.75;32753148.75;1;1
0;2025;DEZEMBRO;RUSSIA;MINAS GERAIS;9746811.75;32753148.75;1;1
0;2025;MAIO;RUSSIA;SAO PAULO;9746811.75;32753148.75;1;1
0;2025;JANEIRO;RUSSIA;MATO GROSSO;9746811.75;32753148.75;1;1
0;2025;FEVEREIRO;RUSSIA;SAO PAULO;9746811.75;32753148.75;1;1
0;2025;SETEMBRO;RUSSIA;MINAS GERAIS;9746811.75;32753148.75;1;1
0;2025;OUTUBRO;RUSSIA;MARANHAO;9746811.75;32753148.75;1;1
0;2025;DEZEMBRO;RUSSIA;MINAS GERAIS;9746811.75;32753148.75;1;1
0;2025;SETEMBRO;RUSSIA;RIO GRANDE DO SUL;9746811.75;32753148.75;1;1
0;2025;JANEIRO;RUSSIA;MATO GROSSO;9746811.75;32753148.75;1;1
0;2025;SETEMBRO;RUSSIA;MINAS GERAIS;9746811.75;32753148.75;1;1
0;2025;MAIO;RUSSIA;MARANHAO;9746811.75;32753148.75;1;1
0;2025;JUNHO;RUSSIA;PARANA;9746811.75;32753148.75;1;1
0;2025;AGOSTO;RUSSIA;SAO PAULO;9746811.75;32753148.75;1;1
0;2025;ABRIL;RUSSIA;SANTA CATARINA;9746811.75;32753148.75;1;1
0;2025;DEZEMBRO;RUSSIA;MARANHAO;9746811.75;32753148.75;1;1
0;2025;MARCO;RUSSIA;MATO GROSSO;9746811.75;32753148.75;1;1
0;2025;AGOSTO;RUSSIA;RIO GRANDE DO SUL;9746811.75;32753148.75;1;1
0;2025;SETEMBRO;RUSSIA;SAO PAULO;9746811.75;32753148.75;1;1
0;2025;NOVEMBRO;RUSSIA;SAO PAULO;9746811.75;29118326.0;1;1
0;2025;MARCO;RUSSIA;SANTA CATARINA;9746811.75;32753148.75;1;1
0;2025;ABRIL;RUSSIA;MATO GROSSO;9746811.75;32753148.75;1;1
0;2025;NOVEMBRO;RUSSIA;RIO GRANDE DO SUL;9746811.75;30125457.0;1;1
0;2025;OUTUBRO;RUSSIA;MATO GROSSO;9746811.75;25607633.0;1;1
0;2025;JUNHO;RUSSIA;MARANHAO;9746811.75;32753148.75;1;1
0;2025;JULHO;RUSSIA;BAHIA;9746811.75;32753148.75;1;1
0;2025;SETEMBRO;RUSSIA;SANTA CATARINA;9746811.75;32753148.75;1;1
0;2025;JULHO;RUSSIA;MINAS GERAIS;9746811.75;32753148.75;1;1
0;2025;SETEMBRO;RUSSIA;PARA;9746811.75;32411980.0;1;1
0;2025;SETEMBRO;RUSSIA;MINAS GERAIS;9746811.75;23110655.0;1;1
0;2025;MARCO;RUSSIA;BAHIA;9746811.75;32753148.75;1;1
0;2025;JUNHO;RUSSIA;PARA;9746811.75;32753148.75;1;1
0;2025;AGOSTO;RUSSIA;SAO PAULO;9746811.75;31307139.0;1;1
0;2025;ABRIL;RUSSIA;MATO GROSSO;9746811.75;32753148.75;1;1
0;2025;NOVEMBRO;RUSSIA;MARANHAO;9746811.75;32000000.0;1;1
0;2025;OUTUBRO;RUSSIA;BAHIA;9746811.75;24013000.0;1;1
0;2025;FEVEREIRO;RUSSIA;PARANA;9746811.75;29403550.0;1;1
0;2025;JULHO;RUSSIA;MINAS GERAIS;9746811.75;31163796.0;1;1
0;2025;MARCO;RUSSIA;MINAS GERAIS;9746811.75;32753148.75;1;1
0;2025;DEZEMBRO;RUSSIA;PARA;9746811.75;26951000.0;1;1
0;2025;JUNHO;RUSSIA;MINAS GERAIS;9667140.0;30814207.0;1;1
0;2025;AGOSTO;RUSSIA;PARANA;9664670.0;25122434.0;1;1
0;2025;DEZEMBRO;RUSSIA;SAO PAULO;9528135.0;32753148.75;1;1
0;2025;MAIO;RUSSIA;SAO PAULO;9488000.0;30193689.0;1;1
0;2025;SETEMBRO;RUSSIA;MINAS GERAIS;9099397.0;27122131.0;1;1
0;2025;FEVEREIRO;RUSSIA;MATO GROSSO;9065207.0;32753148.75;1;1
0;2025;JULHO;RUSSIA;GOIAS;9063076.0;28244401.0;1;1
0;2025;JANEIRO;RUSSIA;MARANHAO;9013129.0;32753148.75;1;1
0;2025;ABRIL;RUSSIA;GOIAS;8984580.0;31619037.0;1;1
0;2025;NOVEMBRO;RUSSIA;MINAS GERAIS;8802396.0;32753148.75;1;1
0;2025;MAIO;RUSSIA;SAO PAULO;8701323.0;32753148.75;1;1
0;2025;AGOSTO;RUSSIA;MATO GROSSO;8626120.0;25505636.0;1;1
0;2025;SETEMBRO;RUSSIA;ESPIRITO SANTO;8501774.0;18602002.0;1;1
0;2025;DEZEMBRO;RUSSIA;SAO PAULO;8434850.0;22240000.0;1;1
0;2025;OUTUBRO;RUSSIA;SANTA CATARINA;8243159.0;18071772.0;1;1
0;2025;NOVEMBRO;RUSSIA;MARANHAO;8221280.0;21216150.0;1;1
0;2025;JUNHO;RUSSIA;SAO PAULO;8185011.0;32753148.75;1;1
0;2025;SETEMBRO;RUSSIA;SAO PAULO;8164210.0;19250917.0;1;1
0;2025;NOVEMBRO;RUSSIA;MINAS GERAIS;8150106.0;21510388.0;1;1
0;2025;DEZEMBRO;RUSSIA;ESPIRITO SANTO;8092137.0;25577055.0;1;1
0;2025;SETEMBRO;RUSSIA;MATO GROSSO;7979053.0;25339917.0;1;1
0;2025;DEZEMBRO;RUSSIA;PARANA;7933472.0;20685862.0;1;1
0;2025;ABRIL;RUSSIA;TOCANTINS;7888544.0;26500000.0;1;1
0;2025;FEVEREIRO;RUSSIA;SAO PAULO;7880656.0;32753148.75;1;1
0;2025;ABRIL;RUSSIA;PARA;7861805.0;26001587.0;1;1
0;2025;JANEIRO;RUSSIA;PARA;7770000.0;30058180.0;1;1
0;2025;SETEMBRO;RUSSIA;SANTA CATARINA;7703042.0;15508000.0;1;1
0;2025;JUNHO;RUSSIA;BAHIA;7502698.0;20808000.0;1;1
0;2025;SETEMBRO;RUSSIA;PARANA;7427218.0;18290577.0;1;1
0;2025;MARCO;RUSSIA;SAO PAULO;7363514.0;30526081.0;1;1
0;2025;JULHO;RUSSIA;PARANA;7290161.0;19886743.0;1;1
0;2025;JULHO;RUSSIA;SANTA CATARINA;7254731.0;16827200.0;1;1
0;2025;ABRIL;RUSSIA;BAHIA;7198767.0;25514888.0;1;1
0;2025;NOVEMBRO;RUSSIA;GOIAS;7181050.0;18065609.0;1;1
0;2025;AGOSTO;RUSSIA;SAO PAULO;7163739.0;21409671.0;1;1
0;2025;NOVEMBRO;RUSSIA;MINAS GERAIS;7140161.0;22774907.0;1;1
0;2025;FEVEREIRO;RUSSIA;PARA;7132483.0;28022542.0;1;1
0;2025;MAIO;RUSSIA;PARANA;6907788.0;18760768.0;1;1
0;2025;AGOSTO;RUSSIA;SANTA CATARINA;6898224.0;20517657.0;1;1
0;2025;MARCO;RUSSIA;PARA;6888583.0;26141500.0;1;1
0;2025;AGOSTO;RUSSIA;GOIAS;6806815.0;20519397.0;1;1
0;2025;AGOSTO;RUSSIA;PARA;6780000.0;20004844.0;1;1
0;2025;FEVEREIRO;RUSSIA;SANTA CATARINA;6624997.0;16713526.0;1;1
0;2025;AGOSTO;RUSSIA;MATO GROSSO;6481664.0;19670791.0;1;1
0;2025;MAIO;RUSSIA;MINAS GERAIS;6468554.0;20364889.0;1;1
0;2025;MAIO;RUSSIA;MATO GROSSO;6388774.0;22804458.0;1;1
0;2025;DEZEMBRO;RUSSIA;RIO GRANDE DO SUL;6294211.0;20047460.0;1;1
0;2025;DEZEMBRO;RUSSIA;PARA;6271842.0;19600000.0;1;1
0;2025;SETEMBRO;RUSSIA;MATO GROSSO;6262930.0;18366220.0;1;1
0;2025;ABRIL;RUSSIA;SAO PAULO;6258894.0;28058137.0;1;1
0;2025;OUTUBRO;RUSSIA;PARANA;6248248.0;19681029.0;1;1
0;2025;JULHO;RUSSIA;SAO PAULO;6230077.0;19468525.0;1;1
0;2025;JANEIRO;RUSSIA;SAO PAULO;6208356.0;24509245.0;1;1
0;2025;JULHO;RUSSIA;SAO PAULO;6165373.0;19507443.0;1;1
0;2025;AGOSTO;RUSSIA;MATO GROSSO;6124756.0;19964257.0;1;1
0;2025;MARCO;RUSSIA;SANTA CATARINA;5928540.0;12373600.0;1;1
0;2025;MAIO;RUSSIA;GOIAS;5875111.0;18858241.0;1;1
0;2025;OUTUBRO;RUSSIA;BAHIA;5865562.0;17720268.0;1;1
0;2025;JUNHO;RUSSIA;PARANA;5738730.0;15553628.0;1;1
0;2025;JANEIRO;RUSSIA;SANTA CATARINA;5672583.0;14364000.0;1;1
0;2025;ABRIL;RUSSIA;MATO GROSSO;5659248.0;19529996.0;1;1
0;2025;JANEIRO;RUSSIA;RIO GRANDE DO SUL;5567064.0;23065157.0;1;1
0;2025;JANEIRO;RUSSIA;SANTA CATARINA;5566050.0;23000000.0;1;1
0;2025;DEZEMBRO;RUSSIA;BAHIA;5556040.0;14000000.0;1;1
0;2025;FEVEREIRO;RUSSIA;RIO GRANDE DO SUL;5480941.0;22519625.0;1;1
0;2025;JULHO;RUSSIA;GOIAS;5274337.0;15603360.0;1;1
0;2025;JUNHO;RUSSIA;ESPIRITO SANTO;5201972.0;16823473.0;1;1
0;2025;DEZEMBRO;RUSSIA;PARANA;5082849.0;21450000.0;1;1
0;2025;AGOSTO;RUSSIA;MATO GROSSO;5043116.0;10504011.0;1;1
0;2025;ABRIL;RUSSIA;MINAS GERAIS;5017165.0;22653692.0;1;1
0;2025;NOVEMBRO;RUSSIA;PARA;4944789.0;14602520.0;1;1
0;2025;AGOSTO;RUSSIA;SANTA CATARINA;4932217.0;14574947.0;1;1
0;2025;MARCO;RUSSIA;SANTA CATARINA;4912689.0;17742770.0;1;1
0;2025;ABRIL;RUSSIA;SAO PAULO;4910322.0;17687053.0;1;1
0;2025;DEZEMBRO;RUSSIA;SANTA CATARINA;4897764.0;10884800.0;1;1
0;2025;OUTUBRO;RUSSIA;SAO PAULO;4873676.0;14741505.0;1;1
0;2025;NOVEMBRO;RUSSIA;MINAS GERAIS;4871721.0;15744380.0;1;1
0;2025;FEVEREIRO;RUSSIA;MATO GROSSO;4717185.0;18004340.0;1;1
0;2025;NOVEMBRO;RUSSIA;SANTA CATARINA;4693498.0;9854610.0;1;1
0;2025;AGOSTO;RUSSIA;MATO GROSSO;4653176.0;14000760.0;1;1
0;2025;NOVEMBRO;RUSSIA;MATO GROSSO;4634280.0;14000000.0;1;1
0;2025;SETEMBRO;RUSSIA;PARANA;4598366.0;17563206.0;1;1
0;2025;SETEMBRO;RUSSIA;PARANA;4553378.0;13650000.0;1;1
0;2025;JANEIRO;RUSSIA;GOIAS;4542346.0;17757792.0;1;1
0;2025;ABRIL;RUSSIA;PARANA;4542238.0;11104000.0;1;1
0;2025;DEZEMBRO;RUSSIA;BAHIA;4519095.0;15250000.0;1;1
0;2025;MARCO;RUSSIA;SERGIPE;4408152.0;15740454.0;1;1
0;2025;SETEMBRO;RUSSIA;CEARA;4373110.0;10005346.0;1;1
0;2025;OUTUBRO;RUSSIA;TOCANTINS;4370588.0;10000000.0;1;1
0;2025;MAIO;RUSSIA;MATO GROSSO;4358533.0;14024010.0;1;1
0;2025;OUTUBRO;RUSSIA;MATO GROSSO;4332600.0;11000000.0;1;1
0;2025;OUTUBRO;RUSSIA;SAO PAULO;4316541.0;13687354.0;1;1
0;2025;MAIO;RUSSIA;SANTA CATARINA;4296362.0;9119000.0;1;1
0;2025;ABRIL;RUSSIA;SANTA CATARINA;4286031.0;11107569.0;1;1
0;2025;MARCO;RUSSIA;PERNAMBUCO;4236746.0;15851853.0;1;1
0;2025;JANEIRO;RUSSIA;PARANA;4206144.0;11663948.0;1;1
0;2025;MAIO;RUSSIA;ESPIRITO SANTO;4202446.0;13837381.0;1;1
0;2025;JUNHO;RUSSIA;PARANA;4183517.0;18848970.0;1;1
0;2025;OUTUBRO;RUSSIA;GOIAS;4177318.0;10260437.0;1;1
0;2025;FEVEREIRO;RUSSIA;BAHIA;4161000.0;15000000.0;1;1
0;2025;ABRIL;RUSSIA;SAO PAULO;4146047.0;14001138.0;1;1
0;2025;JANEIRO;RUSSIA;PARA;4127475.0;16500000.0;1;1
0;2025;DEZEMBRO;RUSSIA;PARA;4125404.0;10942717.0;1;1
0;2025;ABRIL;RUSSIA;MATO GROSSO;4109710.0;13036100.0;1;1
0;2025;FEVEREIRO;RUSSIA;ESPIRITO SANTO;4087133.0;15900786.0;1;1
0;2025;MAIO;RUSSIA;PARA;4083914.0;15000540.0;1;1
0;2025;ABRIL;RUSSIA;BAHIA;4057262.0;11827000.0;1;1
0;2025;AGOSTO;RUSSIA;ESPIRITO SANTO;4033804.0;12617683.0;1;1
0;2025;AGOSTO;RUSSIA;GOIAS;4002169.0;12094394.0;1;1
0;2025;MAIO;RUSSIA;GOIAS;3979446.0;13476386.0;1;1
0;2025;FEVEREIRO;RUSSIA;MINAS GERAIS;3965000.0;12005445.0;1;1
0;2025;ABRIL;RUSSIA;ESPIRITO SANTO;3932031.0;14162110.0;1;1
0;2025;AGOSTO;RUSSIA;BAHIA;3911616.0;11520000.0;1;1
0;2025;JULHO;RUSSIA;PARA;3888869.0;13021490.0;1;1
0;2025;ABRIL;RUSSIA;SAO PAULO;3882498.0;11441437.0;1;1
0;2025;NOVEMBRO;RUSSIA;PARANA;3876066.0;9122538.0;1;1
0;2025;SETEMBRO;RUSSIA;GOIAS;3848997.0;8650405.0;1;1
0;2025;JUNHO;RUSSIA;GOIAS;3809195.0;12323137.0;1;1
0;2025;JULHO;RUSSIA;MATO GROSSO;3798291.0;12403363.0;1;1
0;2025;JULHO;RUSSIA;ESPIRITO SANTO;3789875.0;11297870.0;1;1
0;2025;JANEIRO;RUSSIA;MINAS GERAIS;3784650.0;14500000.0;1;1
0;2025;SETEMBRO;RUSSIA;MINAS GERAIS;3759628.0;8530000.0;1;1
0;2025;NOVEMBRO;RUSSIA;MATO GROSSO;3624972.0;10506421.0;1;1
0;2025;OUTUBRO;RUSSIA;SERGIPE;3607915.0;11666170.0;1;1
0;2025;ABRIL;RUSSIA;PARA;3579900.0;13502150.0;1;1
0;2025;JULHO;RUSSIA;MATO GROSSO;3549183.0;11002495.0;1;1
0;2025;JULHO;RUSSIA;RONDONIA;3549183.0;11002495.0;1;1
0;2025;FEVEREIRO;RUSSIA;MINAS GERAIS;3449984.0;13607778.0;1;1
0;2025;AGOSTO;RUSSIA;GOIAS;3443998.0;10500578.0;1;1
0;2025;NOVEMBRO;RUSSIA;SANTA CATARINA;3435215.0;8080000.0;1;1
0;2025;OUTUBRO;RUSSIA;MINAS GERAIS;3407109.0;7713400.0;1;1
0;2025;MARCO;RUSSIA;PARA;3360679.0;12026042.0;1;1
0;2025;AGOSTO;RUSSIA;MINAS GERAIS;3314636.0;7708000.0;1;1
0;2025;JULHO;RUSSIA;MINAS GERAIS;3311812.0;10519833.0;1;1
0;2025;JULHO;RUSSIA;SANTA CATARINA;3252589.0;10330240.0;1;1
0;2025;AGOSTO;RUSSIA;RONDONIA;3240830.0;9835391.0;1;1
0;2025;FEVEREIRO;RUSSIA;RIO GRANDE DO SUL;3234450.0;14600000.0;1;1
0;2025;DEZEMBRO;RUSSIA;PERNAMBUCO;3203366.0;10504527.0;1;1
0;2025;MAIO;RUSSIA;MINAS GERAIS;3158759.0;14916070.0;1;1
0;2025;JUNHO;RUSSIA;PERNAMBUCO;3148947.0;10587558.0;1;1
0;2025;SETEMBRO;RUSSIA;ESPIRITO SANTO;3131879.0;9506747.0;1;1
0;2025;OUTUBRO;RUSSIA;SAO PAULO;3127638.0;7002267.0;1;1
0;2025;JANEIRO;RUSSIA;PARANA;3123928.0;12163413.0;1;1
0;2025;NOVEMBRO;RUSSIA;MATO GROSSO;3077295.0;7898434.0;1;1
0;2025;MARCO;RUSSIA;ESPIRITO SANTO;3043909.0;11427011.0;1;1
0;2025;SETEMBRO;RUSSIA;BAHIA;3031020.0;10120955.0;1;1
0;2025;AGOSTO;RUSSIA;MINAS GERAIS;3017549.0;9511943.0;1;1
0;2025;JULHO;RUSSIA;SANTA CATARINA;3009533.0;6160000.0;1;1
0;2025;JUNHO;RUSSIA;ALAGOAS;2976700.0;10000000.0;1;1
0;2025;ABRIL;RUSSIA;MINAS GERAIS;2954308.0;10502195.0;1;1
0;2025;AGOSTO;RUSSIA;SERGIPE;2947524.0;8999210.0;1;1
0;2025;AGOSTO;RUSSIA;BAHIA;2939607.0;6900000.0;1;1
0;2025;JUNHO;RUSSIA;GOIAS;2932818.0;9010611.0;1;1
0;2025;MAIO;RUSSIA;MATO GROSSO DO SUL;2932111.0;10020347.0;1;1
0;2025;JANEIRO;RUSSIA;PARA;2931325.0;9183791.0;1;1
0;2025;OUTUBRO;RUSSIA;SAO PAULO;2930557.0;9607439.0;1;1
0;2025;AGOSTO;RUSSIA;GOIAS;2920607.0;7432846.0;1;1
0;2025;MAIO;RUSSIA;CEARA;2895148.0;10000787.0;1;1
0;2025;ABRIL;RUSSIA;MINAS GERAIS;2872706.0;10070008.0;1;1
0;2025;OUTUBRO;RUSSIA;MINAS GERAIS;2850949.0;9108914.0;1;1
0;2025;DEZEMBRO;RUSSIA;SANTA CATARINA;2847279.0;6675200.0;1;1
0;2025;MARCO;RUSSIA;PARANA;2841489.0;6820000.0;1;1
0;2025;JUNHO;RUSSIA;GOIAS;2819321.0;8453880.0;1;1
0;2025;ABRIL;RUSSIA;RIO GRANDE DO SUL;2784250.0;13000000.0;1;1
0;2025;ABRIL;RUSSIA;MATO GROSSO DO SUL;2765704.0;9927427.0;1;1
0;2025;NOVEMBRO;RUSSIA;ESPIRITO SANTO;2764008.0;7371612.0;1;1
0;2025;ABRIL;RUSSIA;RONDONIA;2628859.0;9881500.0;1;1
0;2025;ABRIL;RUSSIA;MATO GROSSO;2628859.0;9881500.0;1;1
0;2025;FEVEREIRO;RUSSIA;MATO GROSSO;2620000.0;10001110.0;1;1
0;2025;NOVEMBRO;RUSSIA;ALAGOAS;2598708.0;8400000.0;1;1
0;2025;JANEIRO;RUSSIA;SAO PAULO;2586331.0;9825600.0;1;1
